n1;SYMBOL;ROUR;CZAS_AG;CZAS_AE;PI0;PI1A;PI1B;PI1C;PI2A;PI2B;PI2C;PI3A;PI3B;PI3C;PI4;PI5A;PI6A;PI5B;PI6B;PI5C;PI6C;PI5D;PI6D;PI5E;PI6E;PI5F;PI6F;PI5G;PI6G;PIM1;PIM2A;PIM2B;CZAS_AJ;CZAS_AH;PIM2BT1;PIM2BT2;PIM2BT3;PIM2BT4;PIM2BT5;PIM2BT6;PIM2BT7;PIM2BT8;survid;idenresp;respid;tydzien;databad;dzientyg;okregsmg;proba;ankieter;czaswmin;zgoda;kodgus;gmina;nts;powiat;region44;wojew49;wojew16;makrogus;region17;region7;ludnosc;klasawlk;wlkmsc4;wybrmta;plec;dataurod;rokurodz;zodiak;wiek;wiekco5;wiekco10;wiek4kat;plecwiek;stancyw;stancyw3;eduk12;eduk;eduk4;eduk4u;sytzaw;sytprc;sytdor;sytbez;syteme;sytucz;sytdom;syturl;sytinn;prac;prac1;isco2;isco;zawod;status;wlas;kier;dosobkat;dosobpln;wlkgosp;wlkgosp5;wlkgosp6;osob1575;dziecima;dzcisamo;faza_zyc;dzcigosp;dzci0002;dzci0306;dzci0714;dzci1517;dzre0002;dzre0306;dzre0714;dzre1517;dzre1824;dzre2560;ldzci00;ldzci01;ldzci02;ldzci03;ldzci04;ldzci05;ldzci06;ldzci07;ldzci08;ldzci09;ldzci10;ldzci11;ldzci12;ldzci13;ldzci14;ldzci15;ldzci16;ldzci17;ldzre00;ldzre01;ldzre02;ldzre03;ldzre04;ldzre05;ldzre06;ldzre07;ldzre08;ldzre09;ldzre10;ldzre11;ldzre12;ldzre13;ldzre14;ldzre15;ldzre16;ldzre17;ldzre18;ldzre19;ldzre20;ldzre21;ldzre22;ldzre23;ldzre24;ldzre25;ldzre26;ldzre27;ldzre28;ldzre29;ldzre30;ldzre31;ldzre32;ldzre33;ldzre34;ldzre35;ldzre36;ldzre37;ldzre38;ldzre39;ldzre40;ldzre41;ldzre42;ldzre43;ldzre44;ldzre45;ldzre46;ldzre47;ldzre48;ldzre49;ldzre50;ldzre51;ldzre52;ldzre53;ldzre54;ldzre55;ldzre56;ldzre57;ldzre58;ldzre59;ldzre60;dzieci00;dzieci01;dzieci02;dzieci03;dzieci04;dzieci05;dzieci06;dzieci07;dzieci08;dzieci09;dzieci10;dzieci11;dzieci12;dzieci13;dzieci14;dzieci15;dzieci16;dzieci17;dzcire00;dzcire01;dzcire02;dzcire03;dzcire04;dzcire05;dzcire06;dzcire07;dzcire08;dzcire09;dzcire10;dzcire11;dzcire12;dzcire13;dzcire14;dzcire15;dzcire16;dzcire17;dzcire18;dzcire19;dzcire20;dzcire21;dzcire22;dzcire23;dzcire24;dzcire25;dzcire26;dzcire27;dzcire28;dzcire29;dzcire30;dzcire31;dzcire32;dzcire33;dzcire34;dzcire35;dzcire36;dzcire37;dzcire38;dzcire39;dzcire40;dzcire41;dzcire42;dzcire43;dzcire44;dzcire45;dzcire46;dzcire47;dzcire48;dzcire49;dzcire50;dzcire51;dzcire52;dzcire53;dzcire54;dzcire55;dzcire56;dzcire57;dzcire58;dzcire59;dzcire60;pozycja;zakupy;g_kto;g_plec;g_wiek;g_wiek5;g_wiek10;g_eduk12;g_eduk;g_eduk4;g_eduk4u;g_sytzaw;g_sytprc;g_sytdor;g_sytbez;g_syteme;g_sytucz;g_sytdom;g_syturl;g_sytinn;g_prac;g_prac1;g_isco2;g_isco;g_zawod;g_status;g_wlas;g_kier;d_kto;d_plec;d_wiek;d_wiek5;d_wiek10;d_eduk12;d_eduk;d_eduk4;d_eduk4u;d_sytzaw;d_sytprc;d_sytdor;d_sytbez;d_syteme;d_sytucz;d_sytdom;d_syturl;d_sytinn;d_prac;d_prac1;d_isco2;d_isco;d_zawod;d_status;d_wlas;d_kier;klasspol;dgospkat;dgosppln;dnaospln;dnaoskat;sytmat;gosppies;gosp_kot;gosp_tel;gospkomo;gospkomp;gosp_cd;gosp_vcr;gospogro;gospweek;tv_kabel;tv_satel;gospsmch;smch_ile;smchsegm;smchmark;smchmodl;jezykczy;jezykjak;jezykang;jezyknie;jezykfra;jezykros;os01rour;os01plec;os01pokr;os01wiek;os02rour;os02plec;os02pokr;os02wiek;os03rour;os03plec;os03pokr;os03wiek;os04rour;os04plec;os04pokr;os04wiek;os05rour;os05plec;os05pokr;os05wiek;os06rour;os06plec;os06pokr;os06wiek;os07rour;os07plec;os07pokr;os07wiek;os08rour;os08plec;os08pokr;os08wiek;os09rour;os09plec;os09pokr;os09wiek;os10rour;os10plec;os10pokr;os10wiek;os11rour;os11plec;os11pokr;os11wiek;os12rour;os12plec;os12pokr;os12wiek;WAGAPRB;WAGAPOP;WGOSPPRB;WGOSPPOP;Q1;Q2;Q3
176521;OMNI05C/2011v3;1987;1226:13;1226:13;1;2;1;2;9;1;9;1;2;2;1;1;3;2;9;1;1;1;4;1;1;1;4;2;9;1;3;9;1230:20;1230:20; ; ; ; ; ; ; ; ;11R-000-5C;35-5940-002;11R-000-5C*35-5940-002;594;20110520;5;35;2;350538;80;1;47000;1061011;5.1.10.16.61.01.1;1061;14;47;10;1;9;1;740;8;4;47;2;19871122;1987;10;23;2;2;1;5;1;1;10;8;4;4;8;0;0;0;0;0;0;0;1;2;2;99;9999;99;11;9;9;0;0;4;3;4;3;0;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;46;7;4;11;9;4;4;1;1;0;0;0;0;0;0;0;1;9;31;3152;3;2;2;1;3;2;45;7;4;11;9;4;4;6;0;0;0;0;0;1;0;0;1;1;23;2331;2;10;2;2;1;14;7500;1875;12;4;1;1;1;1;1;1;1;1;0;1;1;1;2;4;26;2642;1;5;3;3;0;0;1964;1;3;46;1966;2;3;45;1987;2;0;23;2000;1;4;10;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;1,05196979411417;31664,62665792;,9540447952;13459,552793;1;1;3
176671;OMNI05C/2011v3;1981;2353:49;2353:49;2;2;2;2;9;9;9;2;2;2;9;9;9;9;9;2;9;9;9;9;9;9;9;9;9;9;9;9;2354:09;2354:09; ; ; ; ; ; ; ; ;11R-000-5C;09-5940-005;11R-000-5C*09-5940-005;594;20110522;7;9;1;91405;40;1;33233;3215011;5.4.32.63.15.01.1;3215;44;33;32;5;6;7;39;4;2;99;2;19810721;1981;5;29;3;2;2;6;4;3;7;6;3;3;1;1;0;0;0;0;0;0;0;1;9;52;5220;6;4;2;2;14;7500;1;1;1;1;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;2;29;3;2;7;6;3;3;1;1;0;0;0;0;0;0;0;1;9;52;5220;6;4;2;2;1;2;29;3;2;7;6;3;3;1;1;0;0;0;0;0;0;0;1;9;52;5220;6;4;2;2;4;14;7500;7500;16;7;0;0;0;1;0;1;0;0;0;1;0;0;0;99;99;9999;1;0;1;0;0;0;1981;2;0;29;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;1,14394268439425;34433,04001889;,8661768543;12219,922122;2;9;9
176691;OMNI05C/2011v3;1991;1210:41;1210:41;1;2;2;2;9;9;9;2;1;2;1;2;9;2;9;1;3;2;9;1;2;2;9;2;9;1;2;9;1214:50;1214:50; ; ; ; ; ; ; ; ;11R-000-5C;25-5940-018;11R-000-5C*25-5940-018;594;20110521;6;25;2;258316;69;1;1607;1418045;5.1.14.30.18.04.5;1418;20;1;14;1;15;1;29;1;1;99;2;19910915;1991;7;19;1;1;1;5;1;1;9;8;4;3;5;0;0;0;0;1;0;0;0;2;2;99;9999;99;8;9;9;0;0;3;2;3;3;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;2;52;8;5;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;82;8231;7;4;2;2;3;2;52;8;5;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;82;8231;7;4;2;2;4;14;7500;2500;13;3;1;0;0;1;1;0;1;1;0;0;1;0;0;99;99;9999;1;3;2;0;0;0;1954;1;3;56;1958;2;3;52;1991;2;0;19;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;,86833417438378;26137,13587597;,51003722;7195,545664;1;2;2
176722;OMNI05C/2011v3;1958;1833:10;1833:10;2;2;2;2;9;9;9;2;2;2;9;9;9;9;9;2;9;9;9;9;9;9;9;9;9;9;9;9;1834:02;1834:02; ; ; ; ; ; ; ; ;11R-000-5C;25-5940-014;11R-000-5C*25-5940-014;594;20110521;6;25;2;258316;97;1;1607;1418045;5.1.14.30.18.04.5;1418;20;1;14;1;15;1;29;1;1;99;2;19580622;1958;5;52;8;5;3;7;2;2;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;91;9132;8;5;2;2;6;1100;3;2;3;3;1;1;7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;2;52;8;5;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;91;9132;8;5;2;2;1;2;52;8;5;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;91;9132;8;5;2;2;5;14;7500;2500;13;2;1;1;0;1;0;1;0;0;0;0;1;0;0;99;99;9999;2;0;0;0;0;0;1956;1;1;54;1958;2;0;52;1985;1;2;25;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;,92453382278218;27828,76323523;,51003722;7195,545664;2;9;9
176761;OMNI05C/2011v3;1991;1639:59;1639:59;1;2;2;2;9;9;9;2;1;1;1;2;9;2;9;1;3;2;9;1;2;2;9;2;9;1;1;2;1642:14;1642:14; ; ; ; ; ; ; ; ;11R-000-5C;25-5940-010;11R-000-5C*25-5940-010;594;20110522;7;25;2;258316;74;1;1531;1408022;5.1.14.29.08.02.2;1408;20;1;14;1;15;1;16;1;1;99;2;19910816;1991;6;19;1;1;1;5;1;1;7;6;3;3;1;1;0;0;0;0;0;0;0;1;9;42;4211;4;2;2;2;7;1300;4;3;4;4;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;2;45;7;4;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;61;6130;9;6;1;2;3;2;45;7;4;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;61;6130;9;6;1;2;2;14;7500;1875;12;3;1;1;1;1;1;0;1;1;0;0;0;1;1;1;24;2420;1;3;2;0;0;0;1963;1;3;47;1966;2;3;45;1991;2;0;19;1993;1;4;17;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;,86833417438378;26137,13587597;,9009792497;12710,910261;1;1;2
176871;OMNI05C/2011v3;1961;2055:34;2055:34;2;2;2;2;9;9;9;2;2;2;9;9;9;9;9;2;9;9;9;9;9;9;9;9;9;9;9;9;2056:03;2056:03; ; ; ; ; ; ; ; ;11R-000-5C;07-5940-015;11R-000-5C*07-5940-015;595;20110523;1;7;2;70111;20;1;25697;214075;5.5.02.04.14.07.5;214;3;25;2;2;12;6;6;1;1;99;2;99999998;1961;98;50;8;5;3;7;3;2;2;2;1;1;6;0;0;0;0;0;1;0;0;2;2;99;9999;99;10;9;9;0;0;5;4;5;4;1;1;6;1;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;1;52;8;5;2;2;1;1;1;1;0;0;0;0;0;0;0;1;9;91;9132;8;5;2;2;1;2;50;8;5;2;2;1;1;6;0;0;0;0;0;1;0;0;2;2;99;9999;99;10;9;9;5;14;7500;1500;10;3;0;0;1;0;1;1;0;0;0;0;0;1;1;3;84;8424;2;0;0;0;0;0;1959;1;1;52;1961;2;0;50;1985;1;2;26;1987;1;2;24;1996;2;2;14;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;1,0775115593778;32433,4419469;,7071656056;9976,609955;2;9;9
177131;OMNI05C/2011v3;1995;1653:15;1653:15;1;2;2;2;9;9;9;1;1;2;1;2;9;2;9;1;2;2;9;1;1;2;9;2;9;1;1;1;1655:16;1655:16; ; ; ; ; ; ; ; ;11R-000-5C;16-5940-018;11R-000-5C*16-5940-018;595;20110523;1;16;2;160185;20;1;37645;1805092;5.3.18.33.05.09.2;1805;25;37;18;8;13;3;12;1;1;99;1;19940903;1994;7;16;1;1;1;1;1;1;3;2;1;1;5;0;0;0;0;1;0;0;0;2;2;99;9999;99;8;9;9;0;0;5;4;5;5;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;47;7;4;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;71;7136;7;4;2;2;3;1;47;7;4;4;3;2;2;1;1;0;0;0;0;0;0;0;1;9;71;7136;7;4;2;2;4;14;7500;1500;10;3;0;0;0;1;0;0;0;1;0;0;1;1;1;3;26;2606;1;0;1;1;0;0;1964;2;3;47;1964;1;3;47;1985;1;4;25;1992;2;4;18;1994;1;0;16;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;,93068832966954;28014,01585745;1,4562745767;20544,952023;1;1;2
177151;OMNI05C/2011v3;1971;1644:25;1644:25;2;2;2;2;9;9;9;2;2;2;9;9;9;9;9;2;9;9;9;9;9;9;9;9;9;9;9;9;1644:35;1644:35; ; ; ; ; ; ; ; ;11R-000-5C;06-5940-036;11R-000-5C*06-5940-036;595;20110524;2;6;2;61253;25;1;27169;2465011;5.2.24.50.65.01.1;2465;33;27;24;3;4;4;128;6;3;27;1;99999998;1971;98;39;5;3;2;2;3;2;4;3;2;2;3;0;0;1;0;0;0;0;0;1;1;91;9132;8;9;2;2;14;7500;1;1;1;1;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;1;39;5;3;4;3;2;2;3;0;0;1;0;0;0;0;0;1;1;91;9132;8;9;2;2;1;1;39;5;3;4;3;2;2;3;0;0;1;0;0;0;0;0;1;1;91;9132;8;9;2;2;5;14;7500;7500;16;3;0;0;1;1;1;1;0;1;0;0;1;0;0;99;99;9999;2;0;0;0;0;0;1971;1;0;39;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;,99287909017983;29885,97760402;1,3268905368;18719,617065;2;9;9
177621;OMNI05C/2011v3;1974;1542:44;1542:44;1;2;2;2;9;9;9;2;2;2;9;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1542:56;1542:56; ; ; ; ; ; ; ; ;11R-000-5C;06-5940-003;11R-000-5C*06-5940-003;595;20110523;1;6;2;61430;30;2;7101;2461011;5.2.24.44.61.01.1;2461;32;7;24;3;4;4;175;6;3;7;1;99999998;1974;98;36;5;3;2;2;3;2;11;9;4;4;1;1;0;0;0;0;0;0;0;1;9;41;4190;4;2;2;1;10;1900;4;3;4;2;1;2;5;2;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;1;36;5;3;11;9;4;4;1;1;0;0;0;0;0;0;0;1;9;41;4190;4;2;2;1;2;2;34;4;3;10;8;4;4;1;1;0;0;0;0;0;0;0;1;9;41;4190;4;2;2;2;2;14;7500;1875;12;3;0;0;1;1;1;0;1;1;0;0;1;1;1;3;84;8424;1;3;2;0;0;0;1974;1;0;36;1976;2;1;34;2000;1;2;11;2005;2;2;6;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;,99287909017983;29885,97760402;,9408172732;13272,940453;1;3;2
177631;OMNI05C/2011v3;1978;1625:58;1625:58;1;2;2;2;9;9;9;2;2;1;2;1;2;2;9;1;2;1;1;1;1;1;1;2;9;1;1;3;1628:29;1628:29; ; ; ; ; ; ; ; ;11R-000-5C;28-5940-023;11R-000-5C*28-5940-023;595;20110523;1;28;2;280206;45;2;93239;214084;5.5.02.04.14.08.4;214;3;93;2;4;16;5;7;2;2;99;1;19780926;1978;8;32;4;3;2;2;2;2;6;5;3;3;1;1;0;0;0;0;0;0;0;1;9;83;8324;5;3;1;1;98;99998;2;1;2;2;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;1;32;4;3;6;5;3;3;1;1;0;0;0;0;0;0;0;1;9;83;8324;5;3;1;1;1;1;32;4;3;6;5;3;3;1;1;0;0;0;0;0;0;0;1;9;83;8324;5;3;1;1;3;14;7500;3750;15;3;0;0;0;1;1;1;0;1;0;0;1;1;2;4;50;5072;1;4;0;3;0;0;1978;1;0;32;1979;2;1;32;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;,99284151819078;29884,84667515;1,2187610067;17194,138255;1;1;2
177641;OMNI05C/2011v3;1985;1727:14;1727:14;1;2;2;2;9;9;9;2;2;2;9;1;3;1;3;2;9;2;9;1;2;2;9;2;9;1;1;3;1728:25;1728:25; ; ; ; ; ; ; ; ;11R-000-5C;28-5940-022;11R-000-5C*28-5940-022;595;20110523;1;28;2;280206;50;2;93239;214084;5.5.02.04.14.08.4;214;3;93;2;4;16;5;7;2;2;99;1;19850617;1985;4;25;3;2;2;2;1;1;11;9;4;4;1;1;0;0;0;0;0;0;0;1;9;13;1310;5;3;1;1;14;7500;1;1;1;1;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;1;25;3;2;11;9;4;4;1;1;0;0;0;0;0;0;0;1;9;13;1310;5;3;1;1;1;1;25;3;2;11;9;4;4;1;1;0;0;0;0;0;0;0;1;9;13;1310;5;3;1;1;3;14;7500;7500;16;3;0;0;0;1;1;1;1;0;0;0;0;1;1;1;24;2420;1;3;2;0;0;0;1985;1;0;25;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;,99284151819078;29884,84667515;1,2187610067;17194,138255;1;1;2
177651;OMNI05C/2011v3;1974;1853:07;1853:07;1;1;2;1;2;9;2;2;2;2;9;2;9;2;9;1;2;1;1;1;1;2;9;2;9;1;1;3;1855:10;1855:10; ; ; ; ; ; ; ; ;11R-000-5C;28-5940-019;11R-000-5C*28-5940-019;595;20110523;1;28;2;280206;45;2;93239;214084;5.5.02.04.14.08.4;214;3;93;2;4;16;5;7;2;2;99;1;19741216;1974;10;36;5;3;2;2;3;2;11;9;4;4;1;1;0;0;0;0;0;0;0;1;9;21;2132;2;1;2;1;13;4000;5;4;5;2;1;2;5;3;0;3;0;0;0;3;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;2;37;5;3;11;9;4;4;1;1;0;0;0;0;0;0;0;1;9;21;2132;2;1;2;1;1;1;36;5;3;11;9;4;4;1;1;0;0;0;0;0;0;0;1;9;21;2132;2;1;2;1;1;14;7500;1500;10;3;0;0;1;1;1;1;0;1;0;0;0;1;1;3;54;5400;1;4;3;0;0;3;1973;2;1;37;1974;1;0;36;2004;2;2;6;2006;2;2;4;2008;2;2;3;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;9999;9;9;99;,83439241975717;25115,47822536;,4710599139;6645,658371;1;1;2
